sku,code,name,description,finish,size,price,mrp,uom,category,page,brand,notes
STDS40-I-45,STDS40-I-45,Sleek Telescopic Drawer Slides - (I) 45,Sleek Telescopic Drawer Slides - (I) 45 | Size: 400 mm Load: 45 kgs | Set of 2 Pcs,ZW,400 mm Load: 45 kgs,484.00,484.00,SET,Drawer Slides,3,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;spu=10;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
STDS45-I-35,STDS45-I-35,Sleek Telescopic Drawer Slides 1 - 35,Sleek Telescopic Drawer Slides 1 - 35 | Size: 450 mm Load: 35 kgs | Set of 2 Pcs,ZB,450 mm Load: 35 kgs,510.00,510.00,SET,Drawer Slides,3,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;spu=10;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
STDS45-I-35,STDS45-I-35,Sleek Telescopic Drawer Slides 1 - 35,Sleek Telescopic Drawer Slides 1 - 35 | Size: 450 mm Load: 35 kgs | Set of 2 Pcs,ZW,450 mm Load: 35 kgs,510.00,510.00,SET,Drawer Slides,3,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;spu=10;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
STDS45-I-45,STDS45-I-45,Sleek Telescopic Drawer Slides - (I) 45,Sleek Telescopic Drawer Slides - (I) 45 | Size: 450 mm Load: 45 kgs | Set of 2 Pcs,ZB,450 mm Load: 45 kgs,543.00,543.00,SET,Drawer Slides,3,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;spu=10;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
STDS45-I-45,STDS45-I-45,Sleek Telescopic Drawer Slides - (I) 45,Sleek Telescopic Drawer Slides - (I) 45 | Size: 450 mm Load: 45 kgs | Set of 2 Pcs,ZW,450 mm Load: 45 kgs,543.00,543.00,SET,Drawer Slides,3,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;spu=10;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
STDS50-I-35,STDS50-I-35,Sleek Telescopic Drawer Slides 1 - 35,Sleek Telescopic Drawer Slides 1 - 35 | Size: 500 mm Load: 35 kgs | Set of 2 Pcs,ZB,500 mm Load: 35 kgs,549.00,549.00,SET,Drawer Slides,3,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;spu=10;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
STDS50-I-35,STDS50-I-35,Sleek Telescopic Drawer Slides 1 - 35,Sleek Telescopic Drawer Slides 1 - 35 | Size: 500 mm Load: 35 kgs | Set of 2 Pcs,ZW,500 mm Load: 35 kgs,549.00,549.00,SET,Drawer Slides,3,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;spu=10;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
STDS50-I-45,STDS50-I-45,Sleek Telescopic Drawer Slides - (I) 45,Sleek Telescopic Drawer Slides - (I) 45 | Size: 500 mm Load: 45 kgs | Set of 2 Pcs,ZB,500 mm Load: 45 kgs,594.00,594.00,SET,Drawer Slides,3,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;spu=10;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
STDS50-I-45,STDS50-I-45,Sleek Telescopic Drawer Slides - (I) 45,Sleek Telescopic Drawer Slides - (I) 45 | Size: 500 mm Load: 45 kgs | Set of 2 Pcs,ZW,500 mm Load: 45 kgs,594.00,594.00,SET,Drawer Slides,3,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;spu=10;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
STDS55-I-35,STDS55-I-35,Sleek Telescopic Drawer Slides 1 - 35,Sleek Telescopic Drawer Slides 1 - 35 | Size: 550 mm Load: 35 kgs | Set of 2 Pcs,ZB,550 mm Load: 35 kgs,624.00,624.00,SET,Drawer Slides,3,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;spu=10;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
STDS55-I-35,STDS55-I-35,Sleek Telescopic Drawer Slides 1 - 35,Sleek Telescopic Drawer Slides 1 - 35 | Size: 550 mm Load: 35 kgs | Set of 2 Pcs,ZW,550 mm Load: 35 kgs,624.00,624.00,SET,Drawer Slides,3,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;spu=10;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
STDS55-I-45,STDS55-I-45,Sleek Telescopic Drawer Slides - (I) 45,Sleek Telescopic Drawer Slides - (I) 45 | Size: 550 mm Load: 45 kgs | Set of 2 Pcs,ZB,550 mm Load: 45 kgs,664.00,664.00,SET,Drawer Slides,3,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;spu=10;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
STDS55-I-45,STDS55-I-45,Sleek Telescopic Drawer Slides - (I) 45,Sleek Telescopic Drawer Slides - (I) 45 | Size: 550 mm Load: 45 kgs | Set of 2 Pcs,ZW,550 mm Load: 45 kgs,664.00,664.00,SET,Drawer Slides,3,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;spu=10;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
STDS60-35-SC,STDS60-35-SC,Sleek Telescopic Drawer Slides Soft Close 35kg,Sleek Telescopic Drawer Slides Soft Close 35kg | Size: 600 mm Load: 35 kgs,ZB,600 mm Load: 35 kgs,1322.00,1322.00,SET,Drawer Slides,3,EBCO,audit_added_missing
STDS60-35-SC,STDS60-35-SC,Sleek Telescopic Drawer Slides Soft Close 35kg,Sleek Telescopic Drawer Slides Soft Close 35kg | Size: 600 mm Load: 35 kgs,ZW,600 mm Load: 35 kgs,1322.00,1322.00,SET,Drawer Slides,3,EBCO,audit_added_missing
STDS60-I-35,STDS60-I-35,Sleek Telescopic Drawer Slides 1 - 35,Sleek Telescopic Drawer Slides 1 - 35 | Size: 600 mm Load: 35 kgs | Set of 2 Pcs,ZB,600 mm Load: 35 kgs,679.00,679.00,SET,Drawer Slides,3,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;spu=10;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
STDS60-I-35,STDS60-I-35,Sleek Telescopic Drawer Slides 1 - 35,Sleek Telescopic Drawer Slides 1 - 35 | Size: 600 mm Load: 35 kgs | Set of 2 Pcs,ZW,600 mm Load: 35 kgs,679.00,679.00,SET,Drawer Slides,3,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;spu=10;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
STDS60-I-45,STDS60-I-45,Sleek Telescopic Drawer Slides - (I) 45,Sleek Telescopic Drawer Slides - (I) 45 | Size: 600 mm Load: 45 kgs | Set of 2 Pcs,ZB,600 mm Load: 45 kgs,724.00,724.00,SET,Drawer Slides,3,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;spu=10;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
STDS60-I-45,STDS60-I-45,Sleek Telescopic Drawer Slides - (I) 45,Sleek Telescopic Drawer Slides - (I) 45 | Size: 600 mm Load: 45 kgs | Set of 2 Pcs,ZW,600 mm Load: 45 kgs,724.00,724.00,SET,Drawer Slides,3,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;spu=10;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
DSSCST30400-ZW,DSSCST30400-ZW,Sleek Telescopic Drawer Slides 36mm-30 Kg - Soft Close,Sleek Telescopic Drawer Slides 36mm-30 Kg - Soft Close | Size: 400 mm Load: 30 kgs | Set of 2 Pcs,ZW,400 mm Load: 30 kgs,745.00,745.00,SET,Drawer Slides,4,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;pcs_set=Set of 2 Pcs
DSSCST30450-ZW,DSSCST30450-ZW,Sleek Telescopic Drawer Slides 36mm-30 Kg - Soft Close,Sleek Telescopic Drawer Slides 36mm-30 Kg - Soft Close | Size: 450 mm Load: 30 kgs | Set of 2 Pcs,ZW,450 mm Load: 30 kgs,795.00,795.00,SET,Drawer Slides,4,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;pcs_set=Set of 2 Pcs
DSSCST30500-ZW,DSSCST30500-ZW,Sleek Telescopic Drawer Slides 36mm-30 Kg - Soft Close,Sleek Telescopic Drawer Slides 36mm-30 Kg - Soft Close | Size: 500 mm Load: 30 kgs | Set of 2 Pcs,ZW,500 mm Load: 30 kgs,855.00,855.00,SET,Drawer Slides,4,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;pcs_set=Set of 2 Pcs
PSTDS30-35-SC,PSTDS30-35-SC,Premium Sleek Telescopic Slides (35 kg) - Soft Close,Premium Sleek Telescopic Slides (35 kg) - Soft Close | Size: 300 mm,ZW,300 mm,1065.00,1065.00,SET,Drawer Slides,4,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;pcs_set=Set of 2 Pcs
PSTDS35-35-SC,PSTDS35-35-SC,Premium Sleek Telescopic Slides (35 kg) - Soft Close,Premium Sleek Telescopic Slides (35 kg) - Soft Close | Size: 350 mm,ZW,350 mm,1121.00,1121.00,SET,Drawer Slides,4,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;pcs_set=Set of 2 Pcs
PSTDS40-35-SC,PSTDS40-35-SC,Premium Sleek Telescopic Slides (35 kg) - Soft Close,Premium Sleek Telescopic Slides (35 kg) - Soft Close | Size: 400 mm,ZW,400 mm,1166.00,1166.00,SET,Drawer Slides,4,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;pcs_set=Set of 2 Pcs
PSTDS45-35-SC,PSTDS45-35-SC,Premium Sleek Telescopic Slides (35 kg) - Soft Close,Premium Sleek Telescopic Slides (35 kg) - Soft Close | Size: 450 mm,ZW,450 mm,1267.00,1267.00,SET,Drawer Slides,4,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;pcs_set=Set of 2 Pcs
PSTDS50-35-SC,PSTDS50-35-SC,Premium Sleek Telescopic Slides (35 kg) - Soft Close,Premium Sleek Telescopic Slides (35 kg) - Soft Close | Size: 500 mm,ZW,500 mm,1334.00,1334.00,SET,Drawer Slides,4,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;pcs_set=Set of 2 Pcs
PSTDS55-35-SC,PSTDS55-35-SC,Premium Sleek Telescopic Slides (35 kg) - Soft Close,Premium Sleek Telescopic Slides (35 kg) - Soft Close | Size: 550mm,ZW,550mm,1374.00,1374.00,SET,Drawer Slides,4,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;pcs_set=Set of 2 Pcs.
STDS1-30-35SS,STDS1-30-35SS,"SS 304 - Sleek Telescopic Drawer Slides - 35Kg. (35 Kg, 45 mm Ht)","SS 304 - Sleek Telescopic Drawer Slides - 35Kg. (35 Kg, 45 mm Ht) | Size: 300 mm | Set of 2 Pcs",SS,300 mm,1524.00,1524.00,SET,Drawer Slides,4,EBCO,section=3. SS304 SERIES;pcs_set=Set of 2 Pcs
STDS1-30-35SS-SC,STDS1-30-35SS-SC,"SS 304 - Sleek Telescopic Drawer Slides - 35Kg. - Soft Close (35 Kg, 45 mm Ht)","SS 304 - Sleek Telescopic Drawer Slides - 35Kg. - Soft Close (35 Kg, 45 mm Ht) | Size: 300 mm | Set of 2 Pcs",SS,300 mm,1861.00,1861.00,SET,Drawer Slides,4,EBCO,section=3. SS304 SERIES;pcs_set=Set of 2 Pcs
STDS1-35-35SS,STDS1-35-35SS,"SS 304 - Sleek Telescopic Drawer Slides - 35Kg. (35 Kg, 45 mm Ht)","SS 304 - Sleek Telescopic Drawer Slides - 35Kg. (35 Kg, 45 mm Ht) | Size: 350 mm | Set of 2 Pcs",SS,350 mm,1785.00,1785.00,SET,Drawer Slides,4,EBCO,section=3. SS304 SERIES;pcs_set=Set of 2 Pcs
STDS1-35-35SS-SC,STDS1-35-35SS-SC,"SS 304 - Sleek Telescopic Drawer Slides - 35Kg. - Soft Close (35 Kg, 45 mm Ht)","SS 304 - Sleek Telescopic Drawer Slides - 35Kg. - Soft Close (35 Kg, 45 mm Ht) | Size: 350 mm | Set of 2 Pcs",SS,350 mm,2118.00,2118.00,SET,Drawer Slides,4,EBCO,section=3. SS304 SERIES;pcs_set=Set of 2 Pcs
STDS1-40-35SS,STDS1-40-35SS,"SS 304 - Sleek Telescopic Drawer Slides - 35Kg. (35 Kg, 45 mm Ht)","SS 304 - Sleek Telescopic Drawer Slides - 35Kg. (35 Kg, 45 mm Ht) | Size: 400 mm | Set of 2 Pcs",SS,400 mm,2043.00,2043.00,SET,Drawer Slides,4,EBCO,section=3. SS304 SERIES;pcs_set=Set of 2 Pcs
STDS1-40-35SS-SC,STDS1-40-35SS-SC,"SS 304 - Sleek Telescopic Drawer Slides - 35Kg. - Soft Close (35 Kg, 45 mm Ht)","SS 304 - Sleek Telescopic Drawer Slides - 35Kg. - Soft Close (35 Kg, 45 mm Ht) | Size: 400 mm | Set of 2 Pcs",SS,400 mm,2370.00,2370.00,SET,Drawer Slides,4,EBCO,section=3. SS304 SERIES;pcs_set=Set of 2 Pcs
STDS1-45-35SS,STDS1-45-35SS,"SS 304 - Sleek Telescopic Drawer Slides - 35Kg. (35 Kg, 45 mm Ht)","SS 304 - Sleek Telescopic Drawer Slides - 35Kg. (35 Kg, 45 mm Ht) | Size: 450 mm | Set of 2 Pcs",SS,450 mm,2285.00,2285.00,SET,Drawer Slides,4,EBCO,section=3. SS304 SERIES;pcs_set=Set of 2 Pcs
STDS1-50-35SS,STDS1-50-35SS,"SS 304 - Sleek Telescopic Drawer Slides - 35Kg. (35 Kg, 45 mm Ht)","SS 304 - Sleek Telescopic Drawer Slides - 35Kg. (35 Kg, 45 mm Ht) | Size: 500 mm | Set of 2 Pcs",SS,500 mm,2545.00,2545.00,SET,Drawer Slides,4,EBCO,section=3. SS304 SERIES;pcs_set=Set of 2 Pcs
STDS30-35-SC,STDS30-35-SC,Sleek Telescopic Drawer Slides - 35 -Soft Close,Sleek Telescopic Drawer Slides - 35 -Soft Close | Size: 300 mm Load: 35 kgs | Set of 2 Pcs,ZB,300 mm Load: 35 kgs,803.00,803.00,SET,Drawer Slides,4,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
STDS30-35-SC,STDS30-35-SC,Sleek Telescopic Drawer Slides - 35 -Soft Close,Sleek Telescopic Drawer Slides - 35 -Soft Close | Size: 300 mm Load: 35 kgs | Set of 2 Pcs,ZW,300 mm Load: 35 kgs,803.00,803.00,SET,Drawer Slides,4,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
STDS35-35-SC,STDS35-35-SC,Sleek Telescopic Drawer Slides - 35 -Soft Close,Sleek Telescopic Drawer Slides - 35 -Soft Close | Size: 350 mm Load: 35 kgs | Set of 2 Pcs,ZB,350 mm Load: 35 kgs,885.00,885.00,SET,Drawer Slides,4,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
STDS35-35-SC,STDS35-35-SC,Sleek Telescopic Drawer Slides - 35 -Soft Close,Sleek Telescopic Drawer Slides - 35 -Soft Close | Size: 350 mm Load: 35 kgs | Set of 2 Pcs,ZW,350 mm Load: 35 kgs,885.00,885.00,SET,Drawer Slides,4,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
STDS40-35-SC,STDS40-35-SC,Sleek Telescopic Drawer Slides - 35 -Soft Close,Sleek Telescopic Drawer Slides - 35 -Soft Close | Size: 400 mm Load: 35 kgs | Set of 2 Pcs,ZB,400 mm Load: 35 kgs,968.00,968.00,SET,Drawer Slides,4,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
STDS40-35-SC,STDS40-35-SC,Sleek Telescopic Drawer Slides - 35 -Soft Close,Sleek Telescopic Drawer Slides - 35 -Soft Close | Size: 400 mm Load: 35 kgs | Set of 2 Pcs,ZW,400 mm Load: 35 kgs,968.00,968.00,SET,Drawer Slides,4,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
STDS45-35-SC,STDS45-35-SC,Sleek Telescopic Drawer Slides - 35 -Soft Close,Sleek Telescopic Drawer Slides - 35 -Soft Close | Size: 450 mm Load: 35 kgs | Set of 2 Pcs,ZB,450 mm Load: 35 kgs,1055.00,1055.00,SET,Drawer Slides,4,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
STDS45-35-SC,STDS45-35-SC,Sleek Telescopic Drawer Slides - 35 -Soft Close,Sleek Telescopic Drawer Slides - 35 -Soft Close | Size: 450 mm Load: 35 kgs | Set of 2 Pcs,ZW,450 mm Load: 35 kgs,1055.00,1055.00,SET,Drawer Slides,4,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
STDS50-35-SC,STDS50-35-SC,Sleek Telescopic Drawer Slides - 35 -Soft Close,Sleek Telescopic Drawer Slides - 35 -Soft Close | Size: 500 mm Load: 35 kgs | Set of 2 Pcs,ZB,500 mm Load: 35 kgs,1138.00,1138.00,SET,Drawer Slides,4,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
STDS50-35-SC,STDS50-35-SC,Sleek Telescopic Drawer Slides - 35 -Soft Close,Sleek Telescopic Drawer Slides - 35 -Soft Close | Size: 500 mm Load: 35 kgs | Set of 2 Pcs,ZW,500 mm Load: 35 kgs,1138.00,1138.00,SET,Drawer Slides,4,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
STDS55-35-SC,STDS55-35-SC,Sleek Telescopic Drawer Slides - 35 -Soft Close,Sleek Telescopic Drawer Slides - 35 -Soft Close | Size: 550 mm Load: 35 kgs | Set of 2 Pcs,ZB,550 mm Load: 35 kgs,1239.00,1239.00,SET,Drawer Slides,4,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
STDS55-35-SC,STDS55-35-SC,Sleek Telescopic Drawer Slides - 35 -Soft Close,Sleek Telescopic Drawer Slides - 35 -Soft Close | Size: 550 mm Load: 35 kgs | Set of 2 Pcs,ZW,550 mm Load: 35 kgs,1239.00,1239.00,SET,Drawer Slides,4,EBCO,section=DRAWER SLIDES 1. PRIMARY SERIES;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
CDSEG30-SC-ZW,CDSEG30-SC-ZW,EcoGlide Concealed Drawer Slide - 35 Kg (with Facia Bracket),Size: 300 mm | Set,ZW,300 mm,1019.00,1019.00,SET,Drawer Slides,5,EBCO,section=4. SPECIALITY SERIES;pcs_set=Set
CDSEG35-SC-ZW,CDSEG35-SC-ZW,EcoGlide Concealed Drawer Slide - 35 Kg (with Facia Bracket),Size: 350 mm | Set,ZW,350 mm,1042.00,1042.00,SET,Drawer Slides,5,EBCO,section=4. SPECIALITY SERIES;pcs_set=Set
CKDS-35,CKDS-35,Computer Keyboard Slide,Computer Keyboard Slide | Size: 350 mm Load: 35 kgs | Set of 2 Pcs,ZB,350 mm Load: 35 kgs,487.00,487.00,SET,Drawer Slides,5,EBCO,section=4. SPECIALITY SERIES;spu=10;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
CKDS-35,CKDS-35,Computer Keyboard Slide,Computer Keyboard Slide | Size: 350 mm Load: 35 kgs | Set of 2 Pcs,ZW,350 mm Load: 35 kgs,487.00,487.00,SET,Drawer Slides,5,EBCO,section=4. SPECIALITY SERIES;spu=10;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
CKDSE-35-ZB,CKDSE-35-ZB,Computer Keyboard Drawer Slide-Eco-ZB,Computer Keyboard Drawer Slide-Eco-ZB | Size: 350 mm Load: 12 kgs,ZB,350 mm Load: 12 kgs,425.00,425.00,SET,Drawer Slides,5,EBCO,section=4. SPECIALITY SERIES;pcs_set=Set of 2 Pcs
HD1-125-45-ZW,HD1-125-45-ZW,Heavy Duty Drawer Slides - 125 Kg,Heavy Duty Drawer Slides - 125 Kg | Size: 450 mm/125 Kg | Set of 2 Pcs,ZW,450 mm/125 Kg,1978.00,1978.00,SET,Drawer Slides,5,EBCO,section=4. SPECIALITY SERIES;pcs_set=Set of 2 Pcs
HD1-125-50-ZW,HD1-125-50-ZW,Heavy Duty Drawer Slides - 125 Kg,Heavy Duty Drawer Slides - 125 Kg | Size: 500 mm/125 Kg | Set of 2 Pcs,ZW,500 mm/125 Kg,2207.00,2207.00,SET,Drawer Slides,5,EBCO,section=4. SPECIALITY SERIES;pcs_set=Set of 2 Pcs
HD1-125-55-ZW,HD1-125-55-ZW,Heavy Duty Drawer Slides - 125 Kg,Heavy Duty Drawer Slides - 125 Kg | Size: 550 mm/125 Kg | Set of 2 Pcs,ZW,550 mm/125 Kg,2441.00,2441.00,SET,Drawer Slides,5,EBCO,section=4. SPECIALITY SERIES;pcs_set=Set of 2 Pcs
HD1-125-60-ZW,HD1-125-60-ZW,Heavy Duty Drawer Slides - 125 Kg,Heavy Duty Drawer Slides - 125 Kg | Size: 600 mm/125 Kg | Set of 2 Pcs,ZW,600 mm/125 Kg,2637.00,2637.00,SET,Drawer Slides,5,EBCO,section=4. SPECIALITY SERIES;pcs_set=Set of 2 Pcs
HD1-125-75-ZW,HD1-125-75-ZW,Heavy Duty Drawer Slides - 125 Kg,Heavy Duty Drawer Slides - 125 Kg | Size: 750 mm/125 Kg | Set of 2 Pcs,ZW,750 mm/125 Kg,3344.00,3344.00,SET,Drawer Slides,5,EBCO,section=4. SPECIALITY SERIES;pcs_set=Set of 2 Pcs
HD1-125-90-ZW,HD1-125-90-ZW,Heavy Duty Drawer Slides - 125 Kg,Heavy Duty Drawer Slides - 125 Kg | Size: 900 mm/125 Kg | Set of 2 Pcs,ZW,900 mm/125 Kg,3991.00,3991.00,SET,Drawer Slides,5,EBCO,section=4. SPECIALITY SERIES;pcs_set=Set of 2 Pcs
HD1-90-105-ZW,HD1-90-105-ZW,Heavy Duty Drawer Slides - 90 Kg,Heavy Duty Drawer Slides - 90 Kg | Size: 1050 mm/90 Kg | Set of 2 Pcs,ZW,1050 mm/90 Kg,4642.00,4642.00,SET,Drawer Slides,5,EBCO,section=4. SPECIALITY SERIES;pcs_set=Set of 2 Pcs
HD1-90-120-ZW,HD1-90-120-ZW,Heavy Duty Drawer Slides - 90 Kg,Heavy Duty Drawer Slides - 90 Kg | Size: 1200 mm/90 Kg | Set of 2 Pcs,ZW,1200 mm/90 Kg,5295.00,5295.00,SET,Drawer Slides,5,EBCO,section=4. SPECIALITY SERIES;pcs_set=Set of 2 Pcs
HD1-90-45-ZW,HD1-90-45-ZW,Heavy Duty Drawer Slides - 90 Kg,Heavy Duty Drawer Slides - 90 Kg | Size: 450 mm/90 Kg | Set of 2 Pcs,ZW,450 mm/90 Kg,1875.00,1875.00,SET,Drawer Slides,5,EBCO,section=4. SPECIALITY SERIES;pcs_set=Set of 2 Pcs
HD1-90-50-ZW,HD1-90-50-ZW,Heavy Duty Drawer Slides - 90 Kg,Heavy Duty Drawer Slides - 90 Kg | Size: 500 mm/90 Kg | Set of 2 Pcs,ZW,500 mm/90 Kg,2086.00,2086.00,SET,Drawer Slides,5,EBCO,section=4. SPECIALITY SERIES;pcs_set=Set of 2 Pcs
HD1-90-60-ZW,HD1-90-60-ZW,Heavy Duty Drawer Slides - 90 Kg,Heavy Duty Drawer Slides - 90 Kg | Size: 600 mm/90 Kg | Set of 2 Pcs,ZW,600 mm/90 Kg,2499.00,2499.00,SET,Drawer Slides,5,EBCO,section=4. SPECIALITY SERIES;pcs_set=Set of 2 Pcs
HD1-90-75-ZW,HD1-90-75-ZW,Heavy Duty Drawer Slides - 90 Kg,Heavy Duty Drawer Slides - 90 Kg | Size: 750 mm/90 Kg | Set of 2 Pcs,ZW,750 mm/90 Kg,3127.00,3127.00,SET,Drawer Slides,5,EBCO,section=4. SPECIALITY SERIES;pcs_set=Set of 2 Pcs
HD1-90-90-ZW,HD1-90-90-ZW,Heavy Duty Drawer Slides - 90 Kg,Heavy Duty Drawer Slides - 90 Kg | Size: 900 mm/90 Kg | Set of 2 Pcs,ZW,900 mm/90 Kg,3753.00,3753.00,SET,Drawer Slides,5,EBCO,section=4. SPECIALITY SERIES;pcs_set=Set of 2 Pcs
SFDS1-40-35,SFDS1-40-35,Steel Furniture Drawer Slide,Steel Furniture Drawer Slide | Size: 400 mm Load: 35 kgs | Set of 2 Pcs,ZW,400 mm Load: 35 kgs,607.00,607.00,SET,Drawer Slides,5,EBCO,section=4. SPECIALITY SERIES;pcs_set=Set of 2 Pcs
SFDS1-45-35,SFDS1-45-35,Steel Furniture Drawer Slide,Steel Furniture Drawer Slide | Size: 450 mm Load: 35 kgs | Set of 2 Pcs,ZW,450 mm Load: 35 kgs,681.00,681.00,SET,Drawer Slides,5,EBCO,section=4. SPECIALITY SERIES;pcs_set=Set of 2 Pcs
SFDS1-50-35,SFDS1-50-35,Steel Furniture Drawer Slide,Steel Furniture Drawer Slide | Size: 500 mm Load: 35 kgs | Set of 2 Pcs,ZW,500 mm Load: 35 kgs,759.00,759.00,SET,Drawer Slides,5,EBCO,section=4. SPECIALITY SERIES;pcs_set=Set of 2 Pcs
STDS1-45-35SS-SC,STDS1-45-35SS-SC,"SS 304 - Sleek Telescopic Drawer Slides - 35Kg. - Soft Close (35 Kg, 45 mm Ht)","SS 304 - Sleek Telescopic Drawer Slides - 35Kg. - Soft Close (35 Kg, 45 mm Ht) | Size: 450 mm | Set of 2 Pcs",SS,450 mm,2634.00,2634.00,SET,Drawer Slides,5,EBCO,section=3. SS304 SERIES;pcs_set=Set of 2 Pcs
STDS1-50-35SS-SC,STDS1-50-35SS-SC,"SS 304 - Sleek Telescopic Drawer Slides - 35Kg. - Soft Close (35 Kg, 45 mm Ht)","SS 304 - Sleek Telescopic Drawer Slides - 35Kg. - Soft Close (35 Kg, 45 mm Ht) | Size: 500 mm | Set of 2 Pcs",SS,500 mm,2910.00,2910.00,SET,Drawer Slides,5,EBCO,section=3. SS304 SERIES;pcs_set=Set of 2 Pcs
TWDS-200-325,TWDS-200-325,Two Way Slide,Two Way Slide | Size: 200 mm Load: 12 kgs | Set of 2 Pcs,ZB,200 mm Load: 12 kgs,213.00,213.00,SET,Drawer Slides,5,EBCO,section=4. SPECIALITY SERIES;spu=20;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
TWDS-200-325,TWDS-200-325,Two Way Slide,Two Way Slide | Size: 200 mm Load: 12 kgs | Set of 2 Pcs,ZW,200 mm Load: 12 kgs,213.00,213.00,SET,Drawer Slides,5,EBCO,section=4. SPECIALITY SERIES;spu=20;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
TWDS-300-485,TWDS-300-485,Two Way Slide,Two Way Slide | Size: 300 mm Load: 12 kgs | Set of 2 Pcs,ZB,300 mm Load: 12 kgs,281.00,281.00,SET,Drawer Slides,5,EBCO,section=4. SPECIALITY SERIES;spu=25;pcs_set=Set of 2 Pcs;finish_expanded_from=ZW/ZB
