sku,code,name,description,finish,size,price,mrp,uom,category,page,brand,notes
PWB-22-20-04,PWB-22-20-04,Plastic Wicker Basket (With Wooden Frame and Slide),Plastic Wicker Basket (With Wooden Frame and Slide) | Size: 562x496x100 mm | Nos,BR,562x496x100 mm,7712.00,7712.00,PCS,Kitchen Systems - Drawer Systems & Accessories,94,EBCO,section=Plastic Wicker Baskets;spu=1;pcs_set=Nos
PWB-22-20-04-D,PWB-22-20-04-D,Divider for Plastic Wicker Basket,Divider for Plastic Wicker Basket | Size: 410 x 85 mm | Nos,BR,410 x 85 mm,632.00,632.00,PCS,Kitchen Systems - Drawer Systems & Accessories,94,EBCO,section=Plastic Wicker Baskets;pcs_set=Nos
PWB-22-20-06,PWB-22-20-06,Plastic Wicker Basket (With Wooden Frame and Slide),Plastic Wicker Basket (With Wooden Frame and Slide) | Size: 562x496x150 mm | Nos,BR,562x496x150 mm,8518.00,8518.00,PCS,Kitchen Systems - Drawer Systems & Accessories,94,EBCO,section=Plastic Wicker Baskets;spu=1;pcs_set=Nos
PWB-22-20-06-D,PWB-22-20-06-D,Divider for Plastic Wicker Basket,Divider for Plastic Wicker Basket | Size: 410 x 135 mm | Nos,BR,410 x 135 mm,755.00,755.00,PCS,Kitchen Systems - Drawer Systems & Accessories,94,EBCO,section=Plastic Wicker Baskets;pcs_set=Nos
PWB-22-20-08,PWB-22-20-08,Plastic Wicker Basket (With Wooden Frame and Slide),Plastic Wicker Basket (With Wooden Frame and Slide) | Size: 562x496x200 mm | Nos,BR,562x496x200 mm,9310.00,9310.00,PCS,Kitchen Systems - Drawer Systems & Accessories,94,EBCO,section=Plastic Wicker Baskets;spu=1;pcs_set=Nos
PWB-22-20-08-D,PWB-22-20-08-D,Divider for Plastic Wicker Basket,Divider for Plastic Wicker Basket | Size: 410 x 185 mm | Nos,BR,410 x 185 mm,879.00,879.00,PCS,Kitchen Systems - Drawer Systems & Accessories,94,EBCO,section=Plastic Wicker Baskets;pcs_set=Nos
PWBSC45-16-20-04,PWBSC45-16-20-04,Plastic Wicker Basket Soft Close (With Wooden Frame and Slide),Plastic Wicker Basket Soft Close (With Wooden Frame and Slide) | Size: 412 x 496 x 100 mm | Each,BR,412 x 496 x 100 mm,7456.00,7456.00,PCS,Kitchen Systems - Drawer Systems & Accessories,94,EBCO,section=Plastic Wicker Baskets;spu=1;pcs_set=Each
PWBSC45-16-20-06,PWBSC45-16-20-06,Plastic Wicker Basket Soft Close (With Wooden Frame and Slide),Plastic Wicker Basket Soft Close (With Wooden Frame and Slide) | Size: 412 x 496 x 150 mm | Each,BR,412 x 496 x 150 mm,7993.00,7993.00,PCS,Kitchen Systems - Drawer Systems & Accessories,94,EBCO,section=Plastic Wicker Baskets;spu=1;pcs_set=Each
PWBSC45-16-20-08,PWBSC45-16-20-08,Plastic Wicker Basket Soft Close (With Wooden Frame and Slide),Plastic Wicker Basket Soft Close (With Wooden Frame and Slide) | Size: 412 x 496 x 200 mm | Each,BR,412 x 496 x 200 mm,8554.00,8554.00,PCS,Kitchen Systems - Drawer Systems & Accessories,94,EBCO,section=Plastic Wicker Baskets;spu=1;pcs_set=Each
PWBSC45-22-20-04,PWBSC45-22-20-04,Plastic Wicker Basket Soft Close (With Wooden Frame and Slide),Plastic Wicker Basket Soft Close (With Wooden Frame and Slide) | Size: 562 x 496 x 100 mm | Each,BR,562 x 496 x 100 mm,8651.00,8651.00,PCS,Kitchen Systems - Drawer Systems & Accessories,94,EBCO,section=Plastic Wicker Baskets;spu=1;pcs_set=Each
PWBSC45-22-20-06,PWBSC45-22-20-06,Plastic Wicker Basket Soft Close (With Wooden Frame and Slide),Plastic Wicker Basket Soft Close (With Wooden Frame and Slide) | Size: 562 x 496 x 150 mm | Each,BR,562 x 496 x 150 mm,9408.00,9408.00,PCS,Kitchen Systems - Drawer Systems & Accessories,94,EBCO,section=Plastic Wicker Baskets;spu=1;pcs_set=Each
PWBSC45-22-20-08,PWBSC45-22-20-08,Plastic Wicker Basket Soft Close (With Wooden Frame and Slide),Plastic Wicker Basket Soft Close (With Wooden Frame and Slide) | Size: 562 x 496 x 200 mm | Each,BR,562 x 496 x 200 mm,10152.00,10152.00,PCS,Kitchen Systems - Drawer Systems & Accessories,94,EBCO,section=Plastic Wicker Baskets;spu=1;pcs_set=Each
RA-BCCS1-15-20-4,RA-BCCS1-15-20-4,Right Angle Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2 code CDSS2HKB-50-SC),Right Angle Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2 code CDSS2HKB-50-SC) | Size: 394x505x100 | Each,SS,394x505x100,3034.00,3034.00,PCS,Kitchen Systems - Drawer Systems & Accessories,94,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RA-BCCS1-15-20-6,RA-BCCS1-15-20-6,Right Angle Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2 code CDSS2HKB-50-SC),Right Angle Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2 code CDSS2HKB-50-SC) | Size: 394x505x150 | Each,SS,394x505x150,3086.00,3086.00,PCS,Kitchen Systems - Drawer Systems & Accessories,94,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RA-BCCS1-15-20-4-CT,RA-BCCS1-15-20-4-CT,Right Angle Cutlery Basket For Undermount Slide (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-SC),Right Angle Cutlery Basket For Undermount Slide (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-SC) | Size: 394x505x100 | Each,SS,394x505x100,5176.00,5176.00,PCS,Kitchen Systems - Drawer Systems & Accessories,95,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RA-BCCS1-15-20-6-PL,RA-BCCS1-15-20-6-PL,Right Angle Plate Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2:code CDSS2HKB-50-SC),Right Angle Plate Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2:code CDSS2HKB-50-SC) | Size: 394x505x150 | Each,SS,394x505x150,3260.00,3260.00,PCS,Kitchen Systems - Drawer Systems & Accessories,95,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RA-BCCS1-15-20-8,RA-BCCS1-15-20-8,Right Angle Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2 code CDSS2HKB-50-SC),Right Angle Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2 code CDSS2HKB-50-SC) | Size: 394x505x200 | Each,SS,394x505x200,3617.00,3617.00,PCS,Kitchen Systems - Drawer Systems & Accessories,95,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RA-BCCS1-15-20-8-TH,RA-BCCS1-15-20-8-TH,Right Angle Thai Kitchen Basket For Undermount Slide - SS304 (To Be Used with Concealed Drawer Slide - Slim2 :code CDSS2HKB-50-SC),Right Angle Thai Kitchen Basket For Undermount Slide - SS304 (To Be Used with Concealed Drawer Slide - Slim2 :code CDSS2HKB-50-SC) | Size: 394x505x200 | Each,SS,394x505x200,3231.00,3231.00,PCS,Kitchen Systems - Drawer Systems & Accessories,95,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RA-BCCS1-17-20-4,RA-BCCS1-17-20-4,Right Angle Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2 code CDSS2HKB-50-SC),Right Angle Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2 code CDSS2HKB-50-SC) | Size: 444x505x100 | Each,SS,444x505x100,3197.00,3197.00,PCS,Kitchen Systems - Drawer Systems & Accessories,95,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RA-BCCS1-17-20-4-CT,RA-BCCS1-17-20-4-CT,Right Angle Cutlery Basket For Undermount Slide (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-SC),Right Angle Cutlery Basket For Undermount Slide (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-SC) | Size: 444x505x100 | Each,SS,444x505x100,5683.00,5683.00,PCS,Kitchen Systems - Drawer Systems & Accessories,95,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RA-BCCS1-17-20-6,RA-BCCS1-17-20-6,Right Angle Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2 code CDSS2HKB-50-SC),Right Angle Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2 code CDSS2HKB-50-SC) | Size: 444x505x150 | Each,SS,444x505x150,3271.00,3271.00,PCS,Kitchen Systems - Drawer Systems & Accessories,95,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RA-BCCS1-17-20-6-PL,RA-BCCS1-17-20-6-PL,Right Angle Plate Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2:code CDSS2HKB-50-SC),Right Angle Plate Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2:code CDSS2HKB-50-SC) | Size: 444x505x150 | Each,SS,444x505x150,3384.00,3384.00,PCS,Kitchen Systems - Drawer Systems & Accessories,95,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RA-BCCS1-17-20-8,RA-BCCS1-17-20-8,Right Angle Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2 code CDSS2HKB-50-SC),Right Angle Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2 code CDSS2HKB-50-SC) | Size: 444x505x200 | Each,SS,444x505x200,3841.00,3841.00,PCS,Kitchen Systems - Drawer Systems & Accessories,95,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RA-BCCS1-17-20-8-TH,RA-BCCS1-17-20-8-TH,Right Angle Thai Kitchen Basket For Undermount Slide - SS304 (To Be Used with Concealed Drawer Slide - Slim2 :code CDSS2HKB-50-SC),Right Angle Thai Kitchen Basket For Undermount Slide - SS304 (To Be Used with Concealed Drawer Slide - Slim2 :code CDSS2HKB-50-SC) | Size: 444x505x200 | Each,SS,444x505x200,3400.00,3400.00,PCS,Kitchen Systems - Drawer Systems & Accessories,95,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RA-BCCS1-19-20-4,RA-BCCS1-19-20-4,Right Angle Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2 code CDSS2HKB-50-SC),Right Angle Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2 code CDSS2HKB-50-SC) | Size: 494x505x100 | Each,SS,494x505x100,3375.00,3375.00,PCS,Kitchen Systems - Drawer Systems & Accessories,95,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RA-BCCS1-19-20-4-CT,RA-BCCS1-19-20-4-CT,Right Angle Cutlery Basket For Undermount Slide (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-SC),Right Angle Cutlery Basket For Undermount Slide (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-SC) | Size: 494x505x100 | Each,SS,494x505x100,6004.00,6004.00,PCS,Kitchen Systems - Drawer Systems & Accessories,95,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RA-BCCS1-19-20-6,RA-BCCS1-19-20-6,Right Angle Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2 code CDSS2HKB-50-SC),Right Angle Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2 code CDSS2HKB-50-SC) | Size: 494x505x150 | Each,SS,494x505x150,3450.00,3450.00,PCS,Kitchen Systems - Drawer Systems & Accessories,95,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RA-BCCS1-19-20-6-PL,RA-BCCS1-19-20-6-PL,Right Angle Plate Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2:code CDSS2HKB-50-SC),Right Angle Plate Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2:code CDSS2HKB-50-SC) | Size: 494x505x150 | Each,SS,494x505x150,3475.00,3475.00,PCS,Kitchen Systems - Drawer Systems & Accessories,95,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RA-BCCS1-19-20-8,RA-BCCS1-19-20-8,Right Angle Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2 code CDSS2HKB-50-SC),Right Angle Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2 code CDSS2HKB-50-SC) | Size: 494x505x200 | Each,SS,494x505x200,4008.00,4008.00,PCS,Kitchen Systems - Drawer Systems & Accessories,95,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RA-BCCS1-21-20-4,RA-BCCS1-21-20-4,Right Angle Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2 code CDSS2HKB-50-SC),Right Angle Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2 code CDSS2HKB-50-SC) | Size: 544x505x100 | Each,SS,544x505x100,3507.00,3507.00,PCS,Kitchen Systems - Drawer Systems & Accessories,95,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RA-BCCS1-21-20-4-CT,RA-BCCS1-21-20-4-CT,Right Angle Cutlery Basket For Undermount Slide (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-SC),Right Angle Cutlery Basket For Undermount Slide (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-SC) | Size: 544x505x100 | Each,SS,544x505x100,6572.00,6572.00,PCS,Kitchen Systems - Drawer Systems & Accessories,95,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RA-BCCS1-21-20-6,RA-BCCS1-21-20-6,Right Angle Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2 code CDSS2HKB-50-SC),Right Angle Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2 code CDSS2HKB-50-SC) | Size: 544x505x150 | Each,SS,544x505x150,3660.00,3660.00,PCS,Kitchen Systems - Drawer Systems & Accessories,95,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RA-BCCS1-21-20-6-PL,RA-BCCS1-21-20-6-PL,Right Angle Plate Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2:code CDSS2HKB-50-SC),Right Angle Plate Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2:code CDSS2HKB-50-SC) | Size: 544x505x150 | Each,SS,544x505x150,3578.00,3578.00,PCS,Kitchen Systems - Drawer Systems & Accessories,95,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RA-BCCS1-21-20-8,RA-BCCS1-21-20-8,Right Angle Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2 code CDSS2HKB-50-SC),Right Angle Kitchen Basket For Undermount Slide-SS304 (To Be Used with Concealed Drawer Slide-Slim2 code CDSS2HKB-50-SC) | Size: 544x505x200 | Each,SS,544x505x200,4180.00,4180.00,PCS,Kitchen Systems - Drawer Systems & Accessories,95,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
BCCS1,BCCS1,Basket Clip for Concealed Slide,Basket Clip for Concealed Slide | Size: 75x34x27mm | Set of 4 Pcs,GR,75x34x27mm,236.00,236.00,SET,Kitchen Systems - Corner Solutions,96,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;pcs_set=Set of 4 Pcs
BCCS1-C,BCCS1-C,Basket Clip for Concealed Slide (For Cutlery Basket),Basket Clip for Concealed Slide (For Cutlery Basket) | Size: 75x34x27mm | Set of 4 Pcs,GR,75x34x27mm,176.00,176.00,SET,Kitchen Systems - Corner Solutions,96,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;pcs_set=Set of 4 Pcs
CDSS2HKB-50-SC,CDSS2HKB-50-SC,Concealed Drawer Slide - Slim 2 (for Kitchen Basket - w/o Facia Bracket),Concealed Drawer Slide - Slim 2 (for Kitchen Basket - w/o Facia Bracket) | Size: 500 mm | Set,ZW,500 mm,1832.00,1832.00,SET,Kitchen Systems - Corner Solutions,96,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;pcs_set=Set
RA-12-20-4,RA-12-20-4,Right Angle Basket - Plain,Right Angle Basket - Plain | Size: 305x505x 100 | Each,SS,305x505x 100,2553.00,2553.00,PCS,Kitchen Systems - Corner Solutions,96,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-12-20-6,RA-12-20-6,Right Angle Basket - Plain,Right Angle Basket - Plain | Size: 305x505x 150 | Each,SS,305x505x 150,2700.00,2700.00,PCS,Kitchen Systems - Corner Solutions,96,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-12-20-8,RA-12-20-8,Right Angle Basket - Plain,Right Angle Basket - Plain | Size: 305x505x200 | Each,SS,305x505x200,3197.00,3197.00,PCS,Kitchen Systems - Corner Solutions,96,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-15-16-4,RA-15-16-4,Right Angle Basket - Plain,Right Angle Basket - Plain | Size: 380x405x 100 | Each,SS,380x405x 100,2516.00,2516.00,PCS,Kitchen Systems - Corner Solutions,96,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-15-16-6,RA-15-16-6,Right Angle Basket - Plain,Right Angle Basket - Plain | Size: 380x405x 150 | Each,SS,380x405x 150,2661.00,2661.00,PCS,Kitchen Systems - Corner Solutions,96,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-15-16-8,RA-15-16-8,Right Angle Basket - Plain,Right Angle Basket - Plain | Size: 380x405x 200 | Each,SS,380x405x 200,3152.00,3152.00,PCS,Kitchen Systems - Corner Solutions,96,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-BCCS1-19-20-8-TH,RA-BCCS1-19-20-8-TH,Right Angle Thai Kitchen Basket For Undermount Slide - SS304 (To Be Used with Concealed Drawer Slide - Slim2 :code CDSS2HKB-50-SC),Right Angle Thai Kitchen Basket For Undermount Slide - SS304 (To Be Used with Concealed Drawer Slide - Slim2 :code CDSS2HKB-50-SC) | Size: 494x505x200 | Each,SS,494x505x200,3463.00,3463.00,PCS,Kitchen Systems - Corner Solutions,96,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RA-BCCS1-21-20-8-TH,RA-BCCS1-21-20-8-TH,Right Angle Thai Kitchen Basket For Undermount Slide - SS304 (To Be Used with Concealed Drawer Slide - Slim2 :code CDSS2HKB-50-SC),Right Angle Thai Kitchen Basket For Undermount Slide - SS304 (To Be Used with Concealed Drawer Slide - Slim2 :code CDSS2HKB-50-SC) | Size: 544x505x200 | Each,SS,544x505x200,3541.00,3541.00,PCS,Kitchen Systems - Corner Solutions,96,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RA-BCCS1-28-20-5-UB,RA-BCCS1-28-20-5-UB,Right Angle Utensil Kitchen Basket - For Undermount Slide - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-SC),Right Angle Utensil Kitchen Basket - For Undermount Slide - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-SC) | Size: 714x505x135mm | Each,SS304,714x505x135mm,4013.00,4013.00,PCS,Kitchen Systems - Corner Solutions,96,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;pcs_set=Each
RAM-33-20-4,RAM-33-20-4,Right Angle Modular Basket,Right Angle Modular Basket | Size: 834x505x100 | Each,SS304,834x505x100,4094.00,4094.00,PCS,Kitchen Systems - Corner Solutions,96,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RAM-33-20-6,RAM-33-20-6,Right Angle Modular Basket,Right Angle Modular Basket | Size: 834x505x150 | Each,SS304,834x505x150,4944.00,4944.00,PCS,Kitchen Systems - Corner Solutions,96,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RAM-33-20-8,RAM-33-20-8,Right Angle Modular Basket,Right Angle Modular Basket | Size: 834x505x200 | Each,SS304,834x505x200,5066.00,5066.00,PCS,Kitchen Systems - Corner Solutions,96,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RAM-BCCS1-33-20-8,RAM-BCCS1-33-20-8,Right Angle Modular Basket - For Undermount Slide - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-SC),Right Angle Modular Basket - For Undermount Slide - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-SC) | Size: 848x505x200mm | Each,SS304,848x505x200mm,5925.00,5925.00,PCS,Kitchen Systems - Corner Solutions,96,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;pcs_set=Each
RAMI-12-19-4PL,RAMI-12-19-4PL,Right Angle Modular Insert-PLATE,Right Angle Modular Insert-PLATE | Size: 290x470x100 | Each,SS304,290x470x100,1220.00,1220.00,PCS,Kitchen Systems - Corner Solutions,96,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RAMI-13-19-4TH,RAMI-13-19-4TH,Right Angle Modular Insert-THALI,Right Angle Modular Insert-THALI | Size: 330x470x100 | Each,SS304,330x470x100,1220.00,1220.00,PCS,Kitchen Systems - Corner Solutions,96,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RAMI-6-19-2-CP,RAMI-6-19-2-CP,Right Angle Modular Insert-CUP,Right Angle Modular Insert-CUP | Size: 140x470x60 | Each,SS304,140x470x60,513.00,513.00,PCS,Kitchen Systems - Corner Solutions,96,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RAMI-8-19-3-SC,RAMI-8-19-3-SC,Right Angle Modular Insert-Saucer,Right Angle Modular Insert-Saucer | Size: 200x470x80 | Each,SS304,200x470x80,1036.00,1036.00,PCS,Kitchen Systems - Corner Solutions,96,EBCO,section=RIGHT ANGLE BASKETS FOR UNDERMOUNT SLIDES - SS 304 (To Be Used with Concealed Drawer Slide - Slim 2 : code CDSS2HKB-50-S;spu=1;pcs_set=Each
RA-15-16-4-CS,RA-15-16-4-CS,Right Angle Cup & Saucer Kitchen Basket,Right Angle Cup & Saucer Kitchen Basket | Size: 380x405x100 | Each,SS,380x405x100,2745.00,2745.00,PCS,Kitchen Systems - Corner Solutions,97,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
RA-15-18-4,RA-15-18-4,Right Angle Basket - Plain,Right Angle Basket - Plain | Size: 380x455x 100 | Each,SS,380x455x 100,2647.00,2647.00,PCS,Kitchen Systems - Corner Solutions,97,EBCO,section=KITCHEN BASKETS & ACCESSORIES (SS304);spu=1;pcs_set=Each
